"...1","object_id","city","county","region","development","locality","on_road","rural_urban","speed_limit","traffic_control","weather","workzone","bike_age","bike_age_group","bike_alcohol","bike_alcohol_drugs","bike_direction","bike_injury","bike_position","bike_race","bike_sex","driver_age","driver_age_group","driver_alcohol","driver_alcohol_drugs","driver_est_speed","driver_injury","driver_race","driver_sex","driver_vehicle_type","crash_alcohol","crash_date","crash_day","crash_group","crash_hour","crash_location","crash_month","crash_severity","crash_time","crash_type","crash_year","ambulance_req","hit_run","light_condition","road_character","road_class","road_condition","road_configuration","road_defects","road_feature","road_surface","num_bikes_ai","num_bikes_bi","num_bikes_ci","num_bikes_ki","num_bikes_no","num_bikes_to","num_bikes_ui","num_lanes","num_units","distance_mi_from","frm_road","rte_invd_cd","towrd_road"
1517,1482,"Morrisville","Wake","Piedmont","Residential","Urban (>70% Developed)","PVA SUMMIT RIDGE LOOP","Urban","5 - 15 MPH","Stop Sign","Clear","No",14,"11-15","No",NA,"Facing Traffic","B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Male",22,"20-24","No",NA,"0-5 mph","O: No Injury","Black","Female","Passenger Car","No","09SEP2013","Monday","Crossing Paths - Other Circumstances",15,"Intersection","September","B: Evident Injury",55200,"Sign-Controlled Intersection - Other / Unknown",2013,"Yes","No","Daylight","Straight - Level","Public Vehicular Area","Dry","Two-Way, Not Divided","None","Y-Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
1518,1464,"Clinton","Sampson","Coastal","Residential","Urban (>70% Developed)","JOHNSON ST","Urban","30 - 35  MPH","No Control Present","Clear","No",15,"11-15","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",NA,NA,"No",NA,"31-35 mph","Unknown Injury","Unknown/Missing",NA,"Pickup","No","16SEP2013","Monday","Crossing Paths - Other Circumstances",15,"Intersection","September","B: Evident Injury",57180,"Sign-Controlled Intersection - Other / Unknown",2013,"Yes","Yes","Daylight","Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","Four-Way Intersection","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
1519,1480,"Charlotte","Mecklenburg","Piedmont","Residential","Mixed (30% To 70% Developed)","DIXIE RIVER RD","Urban","40 - 45  MPH","No Control Present","Clear","No",43,"40-49","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",35,"30-39","No",NA,"0-5 mph","O: No Injury","White","Male","Pickup","No","15SEP2013","Sunday","Parallel Paths - Other Circumstances",18,"Intersection-Related","September","B: Evident Injury",68340,"Motorist Turn / Merge - Other / Unknown",2013,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"1 lane",2,0,NA,0,NA
1520,1472,"None - Rural Crash","Brunswick","Coastal","Farms, Woods, Pastures","Rural (<30% Developed)","US 17","Rural","50 - 55  MPH","No Control Present","Clear","No",51,"50-59","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",19,"0-19","No",NA,"41-45 mph","O: No Injury","White","Male","Sport Utility","No","18SEP2013","Wednesday","Motorist Overtaking Bicyclist",7,"Non-Intersection","September","B: Evident Injury",27480,"Motorist Overtaking - Undetected Bicyclist",2013,"Yes","No","Daylight","Straight - Level","US Route","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
1521,1468,"Raleigh","Wake","Piedmont","Residential","Urban (>70% Developed)","PINE KNOLL DRIVE","Urban","30 - 35  MPH","Stop Sign","Clear","No",12,"11-15","No",NA,"With Traffic","A: Disabling Injury","Travel Lane","Black","Female",36,"30-39","No",NA,"31-35 mph","O: No Injury","White","Male","Passenger Car","No","14SEP2013","Saturday","Crossing Paths - Other Circumstances",18,"Intersection","September","A: Disabling Injury",65700,"Sign-Controlled Intersection - Other / Unknown",2013,"Yes","No","Daylight","Straight - Grade","Local Street","Dry","Two-Way, Not Divided","None","T-Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
1522,1490,"None - Rural Crash","Wake","Piedmont","Farms, Woods, Pastures","Rural (<30% Developed)","SR 2000","Rural","40 - 45  MPH","Stop And Go Signal","Clear","No",65,"60-69","No",NA,"Facing Traffic","C: Possible Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Male",32,"30-39","No",NA,"0-5 mph","O: No Injury","Hispanic","Female","Van","No","23SEP2013","Monday","Motorist Failed to Yield - Sign-Controlled Intersection",14,"Intersection","September","C: Possible Injury",51060,"Motorist Drive Out - Sign-Controlled Intersection",2013,"No","No","Daylight","Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
1523,1486,"Elizabeth City","Pasquotank","Coastal","Commercial","Urban (>70% Developed)","W EHRINGHAUS ST","Urban","30 - 35  MPH","Stop And Go Signal","Clear","No",30,"30-39","No",NA,"With Traffic","C: Possible Injury","Travel Lane","Black","Female",50,"50-59","No",NA,"0-5 mph","O: No Injury","Black","Female","Passenger Car","No","13SEP2013","Friday","Bicyclist Failed to Yield - Signalized Intersection",22,"Intersection","September","C: Possible Injury",81360,"Bicyclist Ride Through - Signalized Intersection",2013,"Yes","No","Dark - Lighted Roadway","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"4 lanes",2,0,NA,0,NA
1524,1492,"Hendersonville","Henderson","Mountains","Residential","Urban (>70% Developed)","5TH AVE","Urban","20 - 25  MPH","Stop And Go Signal","Clear","No",38,"30-39","No",NA,"With Traffic","O: No Injury","Travel Lane","White","Male",46,"40-49","No",NA,"0-5 mph","O: No Injury","White","Female","Passenger Car","No","17SEP2013","Tuesday","Backing Vehicle",17,"Intersection-Related","September","O: No Injury",62100,"Backing Vehicle",2013,"No","Yes","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
1525,1461,"Roanoke Rapids","Halifax","Coastal","Residential","Urban (>70% Developed)","PP W 3RD ST","Urban","20 - 25  MPH","No Control Present","Other","No",15,"11-15","No",NA,NA,"B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Female",23,"20-24","No",NA,"21-25 mph","O: No Injury","Black","Female","Passenger Car","No","11SEP2013","Wednesday","Loss of Control / Turning Error",16,"Intersection-Related","September","B: Evident Injury",57600,"Motorist Lost Control - Other / Unknown",2013,"No","No","Daylight","Straight - Level",NA,NA,"Two-Way, Not Divided",NA,"Other","Concrete",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
1526,1453,"Burlington","Alamance","Piedmont","Residential","Rural (<30% Developed)","CHANDLER AVE","Urban","20 - 25  MPH","No Control Present","Clear","No",32,"30-39","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",NA,NA,"Missing",NA,NA,"Unknown Injury","Unknown/Missing",NA,NA,"No","06SEP2013","Friday","Parallel Paths - Other Circumstances",17,"Non-Intersection","September","B: Evident Injury",61200,"Parallel Paths - Other / Unknown",2013,"No","Yes","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
1527,1444,"Kernersville","Forsyth","Piedmont","Commercial","Urban (>70% Developed)","NC 66","Urban","40 - 45  MPH","No Control Present","Clear","No",45,"40-49","No",NA,"With Traffic","Unknown Injury","Travel Lane","White","Male",17,"0-19","No",NA,"6-10 mph","O: No Injury","White","Male","Passenger Car","No","22AUG2013","Thursday","Motorist Failed to Yield - Sign-Controlled Intersection",13,"Intersection","August","O: No Injury",47160,"Motorist Drive Out - Sign-Controlled Intersection",2013,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,NA,2,0,NA,0,NA
1528,1434,"Goldsboro","Wayne","Coastal","Commercial","Urban (>70% Developed)","E NEW HOPE RD","Urban","30 - 35  MPH","Stop And Go Signal","Cloudy","No",13,"11-15","No",NA,"Facing Traffic","B: Evident Injury","Travel Lane","Black","Male",57,"50-59","No",NA,"11-15 mph","O: No Injury","White","Female","Sport Utility","No","22AUG2013","Thursday","Bicyclist Failed to Yield - Midblock",16,"Non-Intersection","August","B: Evident Injury",58680,"Bicyclist Ride Out - Midblock - Unknown",2013,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"3 lanes",2,0,NA,0,NA
1529,1456,"Raleigh","Wake","Piedmont","Commercial","Urban (>70% Developed)","BOYLAN AVE","Urban","30 - 35  MPH","No Control Present","Clear","No",13,"11-15","No",NA,"With Traffic","O: No Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Male",27,"25-29","No",NA,"0-5 mph","O: No Injury","Asian","Female","Passenger Car","No","30AUG2013","Friday","Motorist Right Turn / Merge",16,"Intersection","August","O: No Injury",59160,"Motorist Right Turn - Same Direction",2013,"No","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"4 lanes",2,0,NA,0,NA
1530,1518,"Charlotte","Mecklenburg","Piedmont","Commercial","Urban (>70% Developed)","2607 W ARROWOOD RD","Urban","40 - 45  MPH","Stop Sign","Clear","No",58,"50-59","No",NA,"Not Applicable","C: Possible Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Male",54,"50-59","No",NA,"26-30 mph","O: No Injury","Black","Female","Passenger Car","No","02OCT2013","Wednesday","Crossing Paths - Other Circumstances",6,"Intersection","October","C: Possible Injury",23640,"Sign-Controlled Intersection - Other / Unknown",2013,"Yes","No","Dark - Lighted Roadway","Straight - Level","Local Street","Dry","Two-Way, Divided, Positive Median Barrier","None","No Special Feature","Concrete",0,0,0,0,0,0,0,"4 lanes",2,0,NA,0,NA
1531,1521,"Salisbury","Rowan","Piedmont","Commercial","Urban (>70% Developed)","W INNES ST","Urban","30 - 35  MPH","No Control Present","Clear","No",NA,"70+","No",NA,"Facing Traffic","O: No Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Male",68,"60-69","No",NA,"0-5 mph","O: No Injury","White","Female","Passenger Car","No","03OCT2013","Thursday","Motorist Failed to Yield - Midblock",12,"Non-Intersection","October","O: No Injury",44580,"Motorist Drive Out - Commercial Driveway / Alley",2013,"No","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Concrete",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
1532,1517,"Chapel Hill","Orange","Piedmont","Commercial","Urban (>70% Developed)","US 15","Urban","40 - 45  MPH","No Control Present","Clear","No",19,"16-19","No",NA,"Not Applicable","C: Possible Injury","Travel Lane","Black","Male",67,"60-69","No",NA,"6-10 mph","O: No Injury","White","Female","Passenger Car","No","13SEP2013","Friday","Bicyclist Failed to Yield - Midblock",15,"Non-Intersection","September","C: Possible Injury",56580,"Bicyclist Ride Out - Midblock - Unknown",2013,"No","No","Daylight","Straight - Level","NC Route","Dry","Two-Way, Divided, Positive Median Barrier","None","No Special Feature","Concrete",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
1533,1510,"Fayetteville","Cumberland","Coastal","Commercial","Urban (>70% Developed)","5439 YADKIN","Urban","20 - 25  MPH","No Control Present","Clear","No",57,"50-59","No",NA,"Facing Traffic","O: No Injury","Travel Lane","Hispanic","Male",49,"40-49","No",NA,"0-5 mph","O: No Injury","Black","Female","Passenger Car","No","31AUG2013","Saturday","Motorist Failed to Yield - Midblock",8,"Non-Intersection","August","O: No Injury",31320,"Motorist Drive Out - Commercial Driveway / Alley",2013,"No","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"4 lanes",2,0,NA,0,NA
1534,1516,"None - Rural Crash","Onslow","Coastal","Residential","Mixed (30% To 70% Developed)","SR 1503","Rural","40 - 45  MPH","No Control Present","Clear","No",38,"30-39","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Female",25,"25-29","No",NA,"6-10 mph","O: No Injury","White","Male","Pickup","No","29SEP2013","Sunday","Motorist Left Turn / Merge",15,"Non-Intersection","September","B: Evident Injury",56100,"Motorist Left Turn - Opposite Direction",2013,"Yes","No","Daylight","Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","Driveway, Public","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
1535,1506,"Raleigh","Wake","Piedmont","Residential","Urban (>70% Developed)","NEW HOPE CHURCH RD","Urban","20 - 25  MPH","No Control Present","Clear","No",17,"16-19","No",NA,"With Traffic","A: Disabling Injury","Travel Lane","Hispanic","Male",25,"25-29","No",NA,"0-5 mph","O: No Injury","Black","Male","Passenger Car","No","27SEP2013","Friday","Motorist Left Turn / Merge",21,"Intersection","September","A: Disabling Injury",77400,"Motorist Left Turn - Opposite Direction",2013,"Yes","No","Other","Straight - Grade","Local Street","Dry","Two-Way, Not Divided","Other","T-Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"4 lanes",2,0,NA,0,NA
1536,1502,"Kinston","Lenoir","Coastal","Residential","Mixed (30% To 70% Developed)","S TRINON ST","Urban","20 - 25  MPH","No Control Present","Clear","No",53,"50-59","No",NA,"Facing Traffic","B: Evident Injury","Travel Lane","Black","Male",NA,NA,"Missing",NA,"26-30 mph","Unknown Injury","Unknown/Missing",NA,"Passenger Car","No","28SEP2013","Saturday","Head-On",15,"Non-Intersection","September","B: Evident Injury",55020,"Head-On - Bicyclist",2013,"No","Yes","Daylight","Curve - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
1537,1038,"Wilmington","New Hanover","Coastal","Residential","Urban (>70% Developed)","MARKET ST","Urban","30 - 35  MPH","Stop Sign","Clear","No",51,"50-59","Yes",NA,"With Traffic","B: Evident Injury","Travel Lane","Black","Male",62,"60-69","No",NA,"26-30 mph","O: No Injury","White","Female","Passenger Car","Yes","14APR2013","Sunday","Bicyclist Failed to Yield - Sign-Controlled Intersection",17,"Intersection","April","B: Evident Injury",62160,"Bicyclist Ride Through - Sign-Controlled Intersection",2013,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
1538,1033,"Winston-Salem","Forsyth","Piedmont","Residential","Urban (>70% Developed)","SUNNYSIDE AVE (1800BLK","Urban","30 - 35  MPH","No Control Present","Cloudy","No",30,"30-39","No",NA,"With Traffic","C: Possible Injury","Travel Lane","White","Male",26,"25-29","No",NA,"26-30 mph","O: No Injury","White","Male","Passenger Car","No","15APR2013","Monday","Motorist Left Turn / Merge",21,"Intersection","April","C: Possible Injury",76920,"Motorist Left Turn - Opposite Direction",2013,"Yes","No","Dark - Lighted Roadway","Straight - Grade","Local Street","Dry","Two-Way, Not Divided","None","Y-Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
1539,1010,"Durham","Durham","Piedmont","Commercial","Urban (>70% Developed)","BROAD STREET","Urban","30 - 35  MPH","Stop And Go Signal","Clear","No",12,"11-15","No",NA,"Not Applicable","B: Evident Injury","Non-Roadway","Black","Male",NA,"70+","No",NA,"31-35 mph","O: No Injury","White","Male","Passenger Car","No","11APR2013","Thursday","Bicyclist Failed to Yield - Signalized Intersection",18,"Intersection","April","B: Evident Injury",67560,"Bicyclist Ride Through - Signalized Intersection",2013,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
1540,1001,"Chapel Hill","Orange","Piedmont","Commercial","Urban (>70% Developed)","US 15","Urban","40 - 45  MPH","Stop And Go Signal","Clear","No",NA,"70+","No",NA,"With Traffic","O: No Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Male",NA,"70+","No",NA,"6-10 mph","O: No Injury","White","Female","Passenger Car","No","02APR2013","Tuesday","Motorist Left Turn / Merge",16,"Intersection","April","O: No Injury",58500,"Motorist Left Turn - Same Direction",2013,"No","No","Daylight","Straight - Level","US Route","Dry","Two-Way, Divided, Unprotected Median","None","Four-Way Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"4 lanes",2,0,NA,0,NA
1541,1002,"None - Rural Crash","Chatham","Piedmont","Residential","Mixed (30% To 70% Developed)","SR 1012","Rural","50 - 55  MPH","No Control Present","Cloudy","No",18,"16-19","No",NA,"With Traffic","C: Possible Injury","Travel Lane","White","Male",45,"40-49","No",NA,"51-55 mph","O: No Injury","White","Male","Pickup","No","04APR2013","Thursday","Motorist Overtaking Bicyclist",10,"Intersection","April","C: Possible Injury",39300,"Motorist Overtaking - Other / Unknown",2013,"Yes","No","Daylight","Straight - Level","State Secondary Route","Wet","Two-Way, Not Divided","None","T-Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
1542,1027,"Carrboro","Orange","Piedmont","Commercial","Urban (>70% Developed)","E WEAVER ST","Urban","20 - 25  MPH","Stop And Go Signal","Clear","No",37,"30-39","No",NA,"With Traffic","C: Possible Injury","Travel Lane","White","Male",20,"20-24","No",NA,"0-5 mph","O: No Injury","White","Female","Passenger Car","No","16MAR2013","Saturday","Bicyclist Overtaking Motorist",19,"Non-Intersection","March","C: Possible Injury",68580,"Bicyclist Overtaking - Passing on Right",2013,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Coarse Asphalt",0,0,0,0,0,0,0,"3 lanes",2,0,NA,0,NA
1543,1076,"Concord","Cabarrus","Piedmont","Commercial","Urban (>70% Developed)","MCCACHERN BLVD","Urban",NA,"Stop Sign","Cloudy","No",20,"20-24","No",NA,"With Traffic","C: Possible Injury","Travel Lane","White","Male",NA,NA,"Missing",NA,NA,"Unknown Injury","Unknown/Missing",NA,NA,"No","29APR2013","Monday","Bicyclist Failed to Yield - Sign-Controlled Intersection",15,"Intersection-Related","April","C: Possible Injury",56460,"Bicyclist Ride Through - Sign-Controlled Intersection",2013,"Yes","Yes","Daylight","Straight - Grade","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","T-Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
1544,1068,"Raleigh","Wake","Piedmont","Commercial","Urban (>70% Developed)","S SAUNDERS ST","Urban","40 - 45  MPH","No Control Present","Clear","No",17,"16-19","No",NA,"Facing Traffic","C: Possible Injury","Sidewalk / Crosswalk / Driveway Crossing","Hispanic","Male",30,"30-39","No",NA,"0-5 mph","O: No Injury","Black","Male","Pickup","No","03MAY2013","Friday","Motorist Failed to Yield - Midblock",8,"Non-Intersection","May","C: Possible Injury",30060,"Motorist Drive Out - Commercial Driveway / Alley",2013,"No","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","Driveway, Public","Smooth Asphalt",0,0,0,0,0,0,0,"5 lanes",2,0,NA,0,NA
1545,1059,"Durham","Durham","Piedmont","Industrial","Urban (>70% Developed)","GARRETT RD","Urban","40 - 45  MPH","No Control Present","Clear","No",15,"11-15","No",NA,"With Traffic","C: Possible Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Male",30,"30-39","No",NA,"41-45 mph","O: No Injury","White","Male","Sport Utility","No","29APR2013","Monday","Bicyclist Failed to Yield - Signalized Intersection",18,"Intersection","April","C: Possible Injury",67800,"Bicyclist Ride Out - Signalized  Intersection",2013,"No","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
